"DIPUTACIONES LOCALES (INCLUYE RESULTADOS DE MAYORIA RELATIVA Y REPRESENTACION PROPORCIONAL)"
"07/06/2021 13:19 (UTC-7)"
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATÁLOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CON_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
3773,3804,31,3773,100.0000,3166,83.9120,23.0585,607,1841000,809615,803712,43.9769

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_DISTRITO_LOCAL,DISTRITO_LOCAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,CC_PAN_PRI_PRD,CC_MORENA_PT_PVEM_NA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NAS,PES,RSP,FXM,CAND_IND_JHZM,CAND_IND_JME,CAND_IND_CSVB,CAND_IND_JTVG,C_PAN_PRI_PRD,C_PAN_PRI,C_PAN_PRD,C_PRI_PRD,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
'261187B0100,'261187B01003,26,SONORA,020,ETCHOJOA,1187,0001,B,0,1,3,320,0,0,0,51,-,-,-,-,0,50,17,88,4,12,2,1,-,-,-,-,-,-,-,-,0,0,231,225,507,46,,1,I,3d2f9b7e3e3c8af60cfc8b74d238a40b67000d40626c4e3d215908aa34622200,"06/06/2021 23:14:58","07/06/2021 01:14:05","07/06/2021 01:15:05",CASILLA,MOVIL,"ACTA PREP"
'261187C0100,'261187C01003,26,SONORA,020,ETCHOJOA,1187,0001,C,0,1,3,314,237,0,237,53,-,-,-,-,5,54,24,73,10,6,1,1,-,-,-,-,-,-,-,-,0,10,237,237,507,46,,1,I,83048111dcfe900112df996a9d966028583b465d8257925e60657d2fac248501,"07/06/2021 01:59:00","07/06/2021 02:23:17","07/06/2021 02:23:30",CATD,ESCANER,"ACTA PREP"
'261187C0200,'261187C02003,26,SONORA,020,ETCHOJOA,1187,0002,C,0,1,3,336,215,0,215,53,-,-,-,-,1,56,18,64,2,13,2,0,-,-,-,-,-,-,-,-,0,6,215,215,506,46,,1,I,91569f4a5a4aa6bda724351f018223fdfdb44a5d7e015eb38267873165e7f41e,"06/06/2021 22:55:11","07/06/2021 00:34:04","07/06/2021 00:34:26",CASILLA,MOVIL,"ACTA PREP"
'261188B0100,'261188B01003,26,SONORA,020,ETCHOJOA,1188,0001,B,0,1,3,364,262,0,258,34,-,-,-,-,1,73,7,98,23,7,3,9,-,-,-,-,-,-,-,-,0,3,258,258,581,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,8e4722fef63e563cda4f499d71f5aacb9fda80e0b06c8eea0dc0fd4d72822540,"07/06/2021 01:19:00","07/06/2021 01:44:15","07/06/2021 01:44:35",CATD,ESCANER,"ACTA PREP"
'261188C0100,'261188C01003,26,SONORA,020,ETCHOJOA,1188,0001,C,0,1,3,389,336,1,219,46,-,-,-,-,4,60,1,87,5,3,3,10,-,-,-,-,-,-,-,-,0,21,219,240,580,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,130e535d5d46cff666b806db1f255a3682afe5e21b4f11d303182e6c060d6c60,"07/06/2021 01:10:00","07/06/2021 01:38:51","07/06/2021 01:39:02",CATD,ESCANER,"ACTA PREP"
'261188C0200,'261188C02003,26,SONORA,020,ETCHOJOA,1188,0002,C,0,1,3,384,243,10,240,38,-,-,-,-,3,63,5,93,9,3,1,8,-,-,-,-,-,-,-,-,0,17,240,240,580,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,3df791c62ad48c1ca9f8a2dbe20c5c7a528a125a7fbc363acf348fd1f3fcc84b,"07/06/2021 01:41:00","07/06/2021 01:44:48","07/06/2021 01:44:53",CATD,ESCANER,"ACTA PREP"
'261270B0100,'261270B01003,26,SONORA,020,ETCHOJOA,1270,0001,B,0,2,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,552,46,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,I,,"07/06/2021 04:59:00","07/06/2021 09:28:07","07/06/2021 09:28:07",CATD,ESCANER,"ACTA PREP"
'261270C0100,'261270C01003,26,SONORA,020,ETCHOJOA,1270,0001,C,0,2,3,399,197,2,197,29,-,-,-,-,8,11,3,121,3,5,5,1,-,-,-,-,-,-,-,-,0,11,197,197,552,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,02f983f18c74bc7637faa35036f6dbcdcbdde277b8fbe4d0f3a21337b084849b,"07/06/2021 01:43:00","07/06/2021 03:25:23","07/06/2021 03:25:36",CATD,ESCANER,"ACTA PREP"
'261270C0200,'261270C02003,26,SONORA,020,ETCHOJOA,1270,0002,C,0,2,3,396,199,2,199,27,-,-,-,-,2,"Sin dato",2,131,8,1,1,5,-,-,-,-,-,-,-,-,0,8,199,185,551,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,1e135da8f4f95bc97f808ed78a5ae2f3a88aefd21bca1a40778657c25ed2e512,"07/06/2021 01:43:00","07/06/2021 03:27:13","07/06/2021 03:27:16",CATD,ESCANER,"ACTA PREP"
'261271B0100,'261271B01003,26,SONORA,020,ETCHOJOA,1271,0001,B,0,2,3,403,258,3,258,80,-,-,-,-,31,17,6,92,11,"Sin dato","Sin dato",1,-,-,-,-,-,-,-,-,0,20,258,258,617,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,471901671a42a0219d31f8f8d0829016ad3c93f49cc0dcebf9f9c3286de9904c,"07/06/2021 03:23:00","07/06/2021 03:24:15","07/06/2021 03:24:20",CATD,ESCANER,"ACTA PREP"
'261271C0100,'261271C01003,26,SONORA,020,ETCHOJOA,1271,0001,C,0,2,3,452,207,1,206,55,-,-,-,-,22,17,5,85,4,0,2,0,-,-,-,-,-,-,-,-,0,16,206,206,616,46,,1,I,58555851f93c2082d71d993208f3b9c4af47d335735adc33f98e498f774c1412,"07/06/2021 01:39:00","07/06/2021 03:23:50","07/06/2021 03:24:03",CATD,ESCANER,"ACTA PREP"
'261272B0100,'261272B01003,26,SONORA,020,ETCHOJOA,1272,0001,B,0,2,3,310,212,4,215,64,-,-,-,-,4,27,4,105,2,1,3,0,-,-,-,-,-,-,-,-,0,5,215,215,481,46,,1,I,f2e8931501d35c94b8d25f0a77c809914e056d19b86f2e9b84b1f35b7274bc3d,"07/06/2021 03:10:00","07/06/2021 03:11:06","07/06/2021 03:11:19",CATD,ESCANER,"ACTA PREP"
'261275B0100,'261275B01003,26,SONORA,020,ETCHOJOA,1275,0001,B,0,2,3,284,141,7,156,17,-,-,-,-,2,9,"Sin dato",102,12,4,1,2,-,-,-,-,-,-,-,-,0,7,156,156,394,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,bb8508c5db6d766cf182ce932974b3dce4aecfedc018de72c87a5e61040beb55,"07/06/2021 03:02:00","07/06/2021 05:37:12","07/06/2021 05:37:20",CATD,ESCANER,"ACTA PREP"
'261275C0100,'261275C01003,26,SONORA,020,ETCHOJOA,1275,0001,C,0,2,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,394,46,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,I,,"07/06/2021 02:12:00","07/06/2021 09:28:21","07/06/2021 09:28:21",CATD,ESCANER,"ACTA PREP"
'261276B0100,'261276B01003,26,SONORA,020,ETCHOJOA,1276,0001,B,0,2,3,364,158,1,159,27,-,-,-,-,8,8,5,88,8,2,1,1,-,-,-,-,-,-,-,-,0,11,159,159,480,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,e549d2d91eaff2aa1b6234198386e2acb7f9617e3569f444f39a777ecc59da7d,"07/06/2021 03:01:00","07/06/2021 04:04:26","07/06/2021 04:04:36",CATD,ESCANER,"ACTA PREP"
'261276C0100,'261276C01003,26,SONORA,020,ETCHOJOA,1276,0001,C,0,2,3,356,167,2,167,37,-,-,-,-,5,8,8,89,2,3,1,"Sin dato",-,-,-,-,-,-,-,-,0,14,167,167,479,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,54ad14c5ce5c165c735950909df98f1beae8e40f18a263598c40ae45570e29dd,"07/06/2021 03:04:00","07/06/2021 04:01:22","07/06/2021 04:01:27",CATD,ESCANER,"ACTA PREP"
'261277B0100,'261277B01003,26,SONORA,020,ETCHOJOA,1277,0001,B,0,2,3,336,240,7,247,30,-,-,-,-,8,21,10,146,2,3,6,5,-,-,-,-,-,-,-,-,0,16,247,247,538,46,,1,I,ad92b88a0fbb1c6eb3c9cddaaad2ec99599f872a4e439955b0cdc5542303ef20,"07/06/2021 00:49:00","07/06/2021 03:05:19","07/06/2021 03:05:25",CATD,ESCANER,"ACTA PREP"
'261277C0100,'261277C01003,26,SONORA,020,ETCHOJOA,1277,0001,C,0,2,3,353,230,6,230,46,-,-,-,-,9,17,4,127,6,3,1,1,-,-,-,-,-,-,-,-,0,16,230,230,538,46,,1,I,8af32ad7a7ec7aa4c4aa1416a255612a29c6dbab625eb04e18cc5e8fb2613e59,"07/06/2021 00:37:00","07/06/2021 01:03:43","07/06/2021 01:03:51",CATD,ESCANER,"ACTA PREP"
'261277C0200,'261277C02003,26,SONORA,020,ETCHOJOA,1277,0002,C,0,2,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,538,46,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,I,,"07/06/2021 05:00:00","07/06/2021 09:28:30","07/06/2021 09:28:30",CATD,ESCANER,"ACTA PREP"
'261278B0100,'261278B01003,26,SONORA,020,ETCHOJOA,1278,0001,B,0,2,3,408,0,0,0,65,-,-,-,-,6,11,5,116,5,1,2,2,-,-,-,-,-,-,-,-,0,10,213,223,639,46,,1,I,bb6683f45cf84aa39bc8eb7959ad5accbe51e0ef435ff5fa69c1223f8b8974d6,"07/06/2021 02:09:00","07/06/2021 03:10:15","07/06/2021 03:10:31",CATD,ESCANER,"ACTA PREP"
'261278C0100,'261278C01003,26,SONORA,020,ETCHOJOA,1278,0001,C,0,2,3,445,238,1,239,63,-,-,-,-,15,25,8,103,2,1,1,1,-,-,-,-,-,-,-,-,0,20,239,239,639,46,,1,I,844ddbf41f472a8fc27e6e12f659b269de014c413b212d27416670e951a70362,"07/06/2021 03:05:00","07/06/2021 03:05:12","07/06/2021 03:06:58",CATD,ESCANER,"ACTA PREP"
'261278C0200,'261278C02003,26,SONORA,020,ETCHOJOA,1278,0002,C,0,2,3,471,211,0,211,49,-,-,-,-,6,17,7,114,0,3,2,0,-,-,-,-,-,-,-,-,0,13,211,211,638,46,,1,I,2ccc975817682370ca759b7b1063e408f7c9c5bf58509090a6aef941aae66686,"07/06/2021 03:02:00","07/06/2021 03:03:48","07/06/2021 03:04:36",CATD,ESCANER,"ACTA PREP"
'261285B0100,'261285B01003,26,SONORA,020,ETCHOJOA,1285,0001,B,0,2,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,502,46,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,I,,"07/06/2021 06:01:00","07/06/2021 09:28:40","07/06/2021 09:28:40",CATD,ESCANER,"ACTA PREP"
'261285C0100,'261285C01003,26,SONORA,020,ETCHOJOA,1285,0001,C,0,2,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,502,46,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,I,,"07/06/2021 05:09:00","07/06/2021 09:28:53","07/06/2021 09:28:53",CATD,ESCANER,"ACTA PREP"
'261286B0100,'261286B01002,26,SONORA,020,ETCHOJOA,1286,0001,B,0,2,2,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,441,46,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,I,,"07/06/2021 05:10:00","07/06/2021 09:29:07","07/06/2021 09:29:07",CATD,ESCANER,"ACTA PREP"
'261286C0100,'261286C01003,26,SONORA,020,ETCHOJOA,1286,0001,C,0,2,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,441,46,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,I,,"07/06/2021 05:13:00","07/06/2021 09:29:22","07/06/2021 09:29:22",CATD,ESCANER,"ACTA PREP"
'261286E0100,'261286E01003,26,SONORA,020,ETCHOJOA,1286,0001,E,0,2,3,0,0,0,0,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,427,46,"TODO ILEGIBLE O SIN DATO",0,I,e3c5d3dbf15de8a2a0a203f185f07be89e178a7148fc41ed886beac0b2a6dada,"07/06/2021 01:14:00","07/06/2021 04:45:31","07/06/2021 04:48:15",CATD,ESCANER,"ACTA PREP"
'261286E0101,'261286E01013,26,SONORA,020,ETCHOJOA,1286,0001,E,1,2,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,426,46,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,I,,"07/06/2021 05:14:00","07/06/2021 09:29:36","07/06/2021 09:29:36",CATD,ESCANER,"ACTA PREP"
'261290B0100,'261290B01003,26,SONORA,020,ETCHOJOA,1290,0001,B,0,1,3,432,316,7,316,81,-,-,-,-,12,17,12,146,13,8,5,5,-,-,-,-,-,-,-,-,2,15,316,316,693,46,,1,I,5fb4ac7508552bdd8d9fddac97e325787fd94228998cacfa314b589385de3b6d,"06/06/2021 23:23:00","07/06/2021 00:55:51","07/06/2021 00:56:00",CATD,ESCANER,"ACTA PREP"
'261290C0100,'261290C01003,26,SONORA,020,ETCHOJOA,1290,0001,C,0,1,3,424,311,5,311,75,-,-,-,-,7,25,8,144,13,"Sin dato",3,5,-,-,-,-,-,-,-,-,1,30,311,311,692,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,d735327673c521dfcaecc999a31b0e204d876ff0c69fa0e0bd7941ea88f01d9e,"06/06/2021 23:36:00","07/06/2021 04:14:01","07/06/2021 04:15:11",CATD,ESCANER,"ACTA PREP"
'261291B0100,'261291B01003,26,SONORA,020,ETCHOJOA,1291,0001,B,0,1,3,451,307,3,307,66,-,-,-,-,5,16,10,173,12,1,4,5,-,-,-,-,-,-,-,-,1,14,307,307,714,46,,1,D,e4d029df59efa34e9f33cd7a9f6c77c7ae46ad247f384874a7704b298c71f1c7,"06/06/2021 21:16:34","06/06/2021 21:22:13","06/06/2021 21:22:23",CASILLA,MOVIL,"ACTA PREP"
'261291C0100,'261291C01003,26,SONORA,020,ETCHOJOA,1291,0001,C,0,1,3,457,301,2,304,59,-,-,-,-,8,16,8,159,11,14,8,5,-,-,-,-,-,-,-,-,2,14,304,304,714,46,,1,D,f9c5c441e0cebb7ef570b2a053449b12c691df4b4440530aef638224593d67ab,"06/06/2021 22:09:06","06/06/2021 22:56:48","06/06/2021 22:56:59",CASILLA,MOVIL,"ACTA PREP"
'261291C0200,'261291C02003,26,SONORA,020,ETCHOJOA,1291,0002,C,0,1,3,265,292,1,293,54,-,-,-,-,7,10,9,171,15,6,10,3,-,-,-,-,-,-,-,-,0,7,293,292,714,46,,1,D,01e3176dec2d01f93c2661befa2b4e7c3a2ae2d05c3ccbd925acc52dcff93a5d,"07/06/2021 00:40:00","07/06/2021 01:25:16","07/06/2021 01:25:33",CATD,ESCANER,"ACTA PREP"
'261291C0300,'261291C03003,26,SONORA,020,ETCHOJOA,1291,0003,C,0,1,3,426,329,4,333,73,-,-,-,-,11,23,5,172,16,11,6,8,-,-,-,-,-,-,-,-,0,8,333,333,714,46,,1,D,c38c44c2414b6fecf07c5a2decb7fca464fe14e18961068f37f42627797f010d,"06/06/2021 21:59:22","06/06/2021 22:19:59","06/06/2021 22:20:18",CASILLA,MOVIL,"ACTA PREP"
'261292B0100,'261292B01003,26,SONORA,020,ETCHOJOA,1292,0001,B,0,2,3,394,396,1,396,24,-,-,-,-,20,16,3,319,11,1,4,1,-,-,-,-,-,-,-,-,0,8,396,407,746,46,,1,I,309e775cf52896f0a2ab168a690843f46a2bb3a897134568bec8fa45b773dd35,"07/06/2021 01:32:00","07/06/2021 03:30:14","07/06/2021 03:30:24",CATD,ESCANER,"ACTA PREP"
'261292E0100,'261292E01003,26,SONORA,020,ETCHOJOA,1292,0001,E,0,2,3,290,212,2,232,92,-,-,-,-,4,27,5,88,2,1,1,1,-,-,-,-,-,-,-,-,1,6,228,228,484,46,,1,I,11e73e88a7f7d76be2670b2ced2987aace23f6a2501d655beb78fc42960e2d43,"07/06/2021 01:07:00","07/06/2021 02:34:30","07/06/2021 02:36:16",CATD,ESCANER,"ACTA PREP"
'261292E0101,'261292E01013,26,SONORA,020,ETCHOJOA,1292,0001,E,1,2,3,305,220,2,224,99,-,-,-,-,3,27,2,72,4,0,4,0,-,-,-,-,-,-,-,-,0,12,223,223,483,46,,1,I,63f7fde59fa561bc66c5ab5831615837b17384337dd8130c434748e49e276d6a,"07/06/2021 01:08:00","07/06/2021 02:34:16","07/06/2021 02:34:19",CATD,ESCANER,"ACTA PREP"
'261293B0100,'261293B01003,26,SONORA,020,ETCHOJOA,1293,0001,B,0,2,3,302,218,0,218,49,-,-,-,-,9,20,5,107,9,3,2,4,-,-,-,-,-,-,-,-,0,10,218,218,475,46,,1,I,9f058d486a7d6d82cb085ac9bd3b85364e2a4a967804f02b10d1d6d856868637,"07/06/2021 01:28:00","07/06/2021 02:23:11","07/06/2021 02:23:32",CATD,ESCANER,"ACTA PREP"
'261293C0100,'261293C01003,26,SONORA,020,ETCHOJOA,1293,0001,C,0,2,3,309,209,209,209,68,-,-,-,-,4,8,1,95,17,1,2,3,-,-,-,-,-,-,-,-,0,10,209,209,474,46,,1,I,e5d22a5ca07c594c2f2cc767658881e2115180d4fb34bd7f7bd39d7e574d0948,"07/06/2021 01:31:00","07/06/2021 03:28:21","07/06/2021 03:28:24",CATD,ESCANER,"ACTA PREP"
'261293E0100,'261293E01003,26,SONORA,020,ETCHOJOA,1293,0001,E,0,2,3,442,242,2,0,30,-,-,-,-,2,14,9,167,4,3,7,3,-,-,-,-,-,-,-,-,0,5,244,244,641,46,,1,I,e778a0dd38554ffc8e55b18399481f31718b3a639f8766fcdffddf9c34a112cc,"06/06/2021 22:52:00","07/06/2021 01:57:08","07/06/2021 01:57:12",CATD,ESCANER,"ACTA PREP"
'261294B0100,'261294B01003,26,SONORA,020,ETCHOJOA,1294,0001,B,0,2,3,272,223,4,892,16,-,-,-,-,19,15,2,141,12,0,5,0,-,-,-,-,-,-,-,-,0,8,223,218,451,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,ae43097485d9639332a5e3ad13307a375a5361fadd0cf4e847a977a3d8fe1d0a,"06/06/2021 23:44:00","07/06/2021 02:21:26","07/06/2021 02:21:43",CATD,ESCANER,"ACTA PREP"
'261294C0100,'261294C01003,26,SONORA,020,ETCHOJOA,1294,0001,C,0,2,3,256,239,2,231,27,-,-,-,-,16,13,4,147,15,2,8,1,-,-,-,-,-,-,-,-,0,6,239,239,450,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,cf088ea5049b19c9bea1174583cdc7c07d347ccc3632227a0e39599c0fe03e56,"07/06/2021 23:38:00","07/06/2021 04:07:06","07/06/2021 04:07:12",CATD,ESCANER,"ACTA PREP"
'261294E0100,'261294E01003,26,SONORA,020,ETCHOJOA,1294,0001,E,0,2,3,138,76,1,0,21,-,-,-,-,1,2,4,39,4,0,4,0,-,-,-,-,-,-,-,-,0,1,76,76,168,46,,1,I,12b06b1e0c3e244739dc87e1716b00d9a6ef58c75ba896942d0748a79dd8a1c4,"07/06/2021 23:43:00","07/06/2021 02:19:44","07/06/2021 02:19:47",CATD,ESCANER,"ACTA PREP"
'261295B0100,'261295B01003,26,SONORA,020,ETCHOJOA,1295,0001,B,0,2,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,590,46,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,I,,"07/06/2021 06:00:00","07/06/2021 09:29:49","07/06/2021 09:29:49",CATD,ESCANER,"ACTA PREP"
'261295C0100,'261295C01003,26,SONORA,020,ETCHOJOA,1295,0001,C,0,2,3,376,255,2,257,30,-,-,-,-,10,11,10,148,25,5,1,2,-,-,-,-,-,-,-,-,0,15,257,257,589,46,,1,I,dc42d37c19615776d30802923c7df93a0dfa07a31911b81613e88fe38376c980,"07/06/2021 23:06:00","07/06/2021 01:49:17","07/06/2021 01:49:21",CATD,ESCANER,"ACTA PREP"
'261296B0100,'261296B01003,26,SONORA,020,ETCHOJOA,1296,0001,B,0,2,3,301,271,0,270,33,-,-,-,-,3,22,12,159,26,2,4,1,-,-,-,-,-,-,-,-,0,8,270,270,528,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,a03f2e755a68f458a44d3ae61782d3d450d7461494bea8db784118eb3655f6fa,"07/06/2021 23:10:00","07/06/2021 02:15:22","07/06/2021 02:15:55",CATD,ESCANER,"ACTA PREP"
'261296C0100,'261296C01003,26,SONORA,020,ETCHOJOA,1296,0001,C,0,2,3,313,258,1,259,39,-,-,-,-,6,8,3,165,18,1,1,2,-,-,-,-,-,-,-,-,0,16,259,259,527,46,,1,I,d818eca3b3fba706996a0b3166a6950e6de7c4d95f1490b799f250ca1b85f99b,"07/06/2021 23:15:00","07/06/2021 02:04:35","07/06/2021 02:05:19",CATD,ESCANER,"ACTA PREP"
'261297B0100,'261297B01003,26,SONORA,020,ETCHOJOA,1297,0001,B,0,2,3,343,304,0,304,42,-,-,-,-,10,11,7,199,32,2,2,0,-,-,-,-,-,-,-,-,0,17,304,322,618,46,,1,I,c71d2d08baea9b70095f287b2b7dd15a5934f13fe5a7803a9a2253d1d023b13d,"07/06/2021 01:11:00","07/06/2021 02:35:58","07/06/2021 02:36:17",CATD,ESCANER,"ACTA PREP"
'261297C0100,'261297C01003,26,SONORA,020,ETCHOJOA,1297,0001,C,0,2,3,359,304,663,0,43,-,-,-,-,7,15,9,198,15,4,8,2,-,-,-,-,-,-,-,-,0,2,304,303,618,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,862d64f2f9cde894de7b9a4612b7d58dc29476607822c1055d33cbffa405d14e,"07/06/2021 01:02:00","07/06/2021 04:49:33","07/06/2021 04:49:47",CATD,ESCANER,"ACTA PREP"
'261297C0200,'261297C02003,26,SONORA,020,ETCHOJOA,1297,0002,C,0,2,3,330,332,0,0,41,-,-,-,-,15,12,1,219,21,1,7,2,-,-,-,-,-,-,-,-,0,0,332,319,618,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,94efac9712cb9076214514815d9c53b7dd2b1a7461031efd2a36a8beec7d6663,"07/06/2021 00:59:00","07/06/2021 02:46:37","07/06/2021 02:46:49",CATD,ESCANER,"ACTA PREP"
'261298B0100,'261298B01003,26,SONORA,020,ETCHOJOA,1298,0001,B,0,2,3,283,192,3,195,28,-,-,-,-,8,9,2,109,5,2,12,5,-,-,-,-,-,-,-,-,0,15,195,195,433,46,,1,I,6db815e44042107d89e432cfc8ad7cc94a5463c6e4ff9eda1ae35b8e79169a21,"07/06/2021 02:10:00","07/06/2021 03:16:19","07/06/2021 03:16:28",CATD,ESCANER,"ACTA PREP"
'261298C0100,'261298C01003,26,SONORA,020,ETCHOJOA,1298,0001,C,0,2,3,253,222,2,224,29,-,-,-,-,7,8,3,130,10,2,2,1,-,-,-,-,-,-,-,-,2,30,224,224,432,46,,1,I,937751ff64f8914f81ac6a94622776cf302c500875ce1ddf0984cdf1793517bc,"07/06/2021 02:11:00","07/06/2021 03:09:58","07/06/2021 03:10:05",CATD,ESCANER,"ACTA PREP"
'261298E0100,'261298E01003,26,SONORA,020,ETCHOJOA,1298,0001,E,0,2,3,178,113,4,0,16,-,-,-,-,7,12,3,64,3,2,2,3,-,-,-,-,-,-,-,-,0,4,117,116,250,46,,1,I,1d944ffd3f5076a97a87952f81569badda60662138ecdc54a11237cbb7e64264,"07/06/2021 03:47:00","07/06/2021 04:16:44","07/06/2021 04:16:54",CATD,ESCANER,"ACTA PREP"
'261299B0100,'261299B01003,26,SONORA,020,ETCHOJOA,1299,0001,B,0,2,3,272,260,4,264,35,-,-,-,-,9,15,3,165,11,3,5,2,-,-,-,-,-,-,-,-,0,16,264,264,492,46,,1,I,2975b9af047062afaec5fc8927f9ad130b6e623f2cd475bdf1ecde9185c11992,"07/06/2021 03:12:00","07/06/2021 05:37:16","07/06/2021 05:37:24",CATD,ESCANER,"ACTA PREP"
'261300B0100,'261300B01003,26,SONORA,020,ETCHOJOA,1300,0001,B,0,2,3,454,269,2,271,35,-,-,-,-,17,21,10,154,12,6,2,3,-,-,-,-,-,-,-,-,0,11,271,271,680,46,,1,I,bd972ead2f82797f4d7b211f7766af1dbfef58b5e1db400f00d1bb6ee6868c9c,"07/06/2021 03:17:00","07/06/2021 04:03:18","07/06/2021 04:03:22",CATD,ESCANER,"ACTA PREP"
'261300C0100,'261300C01003,26,SONORA,020,ETCHOJOA,1300,0001,C,0,2,3,454,269,2,271,35,-,-,-,-,17,21,10,154,12,6,2,3,-,-,-,-,-,-,-,-,0,11,271,271,680,46,,1,I,dfa9794a1942f0c958284af7ec2d24e93923ac1f98f5830254698e3da0913470,"07/06/2021 04:31:00","07/06/2021 04:35:39","07/06/2021 04:35:44",CATD,ESCANER,"ACTA PREP"
'261300C0200,'261300C02003,26,SONORA,020,ETCHOJOA,1300,0002,C,0,2,3,401,319,6,324,36,-,-,-,-,12,34,4,182,17,5,7,4,-,-,-,-,-,-,-,-,0,23,324,324,680,46,,1,I,dd4d1eec932dfbbaf6ff7f4a30b69936a08f3c0b247f3322b8c41a6abbb23eb7,"07/06/2021 03:22:00","07/06/2021 04:05:47","07/06/2021 04:06:35",CATD,ESCANER,"ACTA PREP"
'261301B0100,'261301B01003,26,SONORA,020,ETCHOJOA,1301,0001,B,0,2,3,286,191,6,197,51,-,-,-,-,13,5,2,99,2,3,2,7,-,-,-,-,-,-,-,-,0,14,197,198,438,46,,1,I,e98ac89a7fb6dc2b5b16d0b348ac6a2d777303eb79260dd26b73abab60bfa03b,"07/06/2021 02:36:00","07/06/2021 03:13:02","07/06/2021 03:13:05",CATD,ESCANER,"ACTA PREP"
