AYUNTAMIENTOS
"07/06/2021 13:19 (UTC-7)"
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATÁLOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CON_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
3748,3787,39,3748,100.0000,3257,86.8996,22.3852,491,1895749,834884,831581,44.0397

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,CC_PAN_PRI_PRD,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NAS,PES,RSP,FXM,CAND_IND_EGL,CAND_IND_JAUR,CAND_IND_JRRBC,CAND_IND_EQJ,CAND_IND_CNY,CAND_IND_YCCL,CAND_IND_HJSA,CAND_IND_OOG,CAND_IND_PMR,CAND_IND_CAQR,C_PAN_PRI_PRD,C_PAN_PRI,C_PAN_PRD,C_PRI_PRD,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
'261180C0100,'261180C01004,26,SONORA,063,ETCHOJOA,1180,0001,C,0,2,4,0,0,0,0,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,700,46,"TODO ILEGIBLE O SIN DATO",0,I,32efdee4e1d16e6a3af8a580085e472187bf961737d37ca20b9ff1bf5839173c,"07/06/2021 03:48:48","07/06/2021 04:10:25","07/06/2021 04:10:25",CASILLA,MOVIL,"ACTA PREP"
'261181B0100,'261181B01004,26,SONORA,063,ETCHOJOA,1181,0001,B,0,2,4,342,420,1,419,126,-,-,-,9,125,5,96,-,10,12,1,-,-,-,-,20,-,-,-,-,-,-,-,-,-,4,12,419,420,717,46,,1,I,83ac6630ca9353dd544b8b18344d5b9078f6d7eedd0476aab258b9cf76b423ab,"07/06/2021 03:41:00","07/06/2021 04:02:52","07/06/2021 04:02:55",CATD,ESCANER,"ACTA PREP"
'261181C0100,'261181C01004,26,SONORA,063,ETCHOJOA,1181,0001,C,0,2,4,0,0,0,0,87,-,-,-,3,92,9,117,-,11,9,3,-,-,-,-,22,-,-,-,-,-,-,-,-,-,4,6,336,363,717,46,,1,I,233c8ce7514bc8811812aba92de0c7d9c41148af5d72a6e93693e79b237903cc,"07/06/2021 03:39:00","07/06/2021 04:55:03","07/06/2021 04:55:09",CATD,ESCANER,"ACTA PREP"
'261181C0200,'261181C02004,26,SONORA,063,ETCHOJOA,1181,0002,C,0,2,4,370,383,1,384,82,-,-,-,10,101,8,119,-,28,7,1,-,-,-,-,19,-,-,-,-,-,-,-,-,-,2,7,384,384,717,46,,1,I,02e65dc7ee75e91230a8f45af4a4919d46bd80154b14e0afd2827927f7840b3c,"07/06/2021 03:35:00","07/06/2021 04:52:04","07/06/2021 04:52:07",CATD,ESCANER,"ACTA PREP"
'261182B0100,'261182B01004,26,SONORA,063,ETCHOJOA,1182,0001,B,0,2,4,365,367,3,376,111,-,-,-,6,121,5,71,-,16,4,"Sin dato",-,-,-,-,21,-,-,-,-,-,-,-,-,-,0,16,371,371,695,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,f84ad365243e7b355042eb2ec7477a0d1c5cb113e6d2f49bc723e6438783adf4,"07/06/2021 02:47:00","07/06/2021 05:09:09","07/06/2021 05:09:13",CATD,ESCANER,"ACTA PREP"
'261182C0100,'261182C01004,26,SONORA,063,ETCHOJOA,1182,0001,C,0,2,4,365,0,0,0,95,-,-,-,10,108,1,101,-,10,5,3,-,-,-,-,20,-,-,-,-,-,-,-,-,-,0,20,373,373,694,46,,1,I,9433ebfc8dc9e44e6f48a65878afaacab6874a6f68fedbcd458deab3e1a486e4,"07/06/2021 01:38:05","07/06/2021 03:33:02","07/06/2021 03:33:15",CASILLA,MOVIL,"ACTA PREP"
'261183B0100,'261183B01004,26,SONORA,063,ETCHOJOA,1183,0001,B,0,2,4,335,335,2,323,96,-,-,-,6,63,7,96,-,9,1,2,-,-,-,-,35,-,-,-,-,-,-,-,-,-,0,8,323,323,610,46,,1,I,53b449d31873a7fd5b2d501ea18dae70f79d562db2a2ff067b5906f57dd64c51,"07/06/2021 02:04:37","07/06/2021 05:23:13","07/06/2021 05:23:25",CASILLA,MOVIL,"ACTA PREP"
'261183C0100,'261183C01004,26,SONORA,063,ETCHOJOA,1183,0001,C,0,2,4,0,338,1,315,93,-,-,-,7,64,5,93,-,12,3,0,-,-,-,-,29,-,-,-,-,-,-,-,-,-,0,9,315,315,610,46,,1,I,2717b0c8ce4b6f2efe6c411c1bba98e49b5ca42dae65eb91ddfe2a4fa25f8eb1,"07/06/2021 01:41:02","07/06/2021 03:33:35","07/06/2021 03:33:44",CASILLA,MOVIL,"ACTA PREP"
'261183C0200,'261183C02004,26,SONORA,063,ETCHOJOA,1183,0002,C,0,2,4,327,326,1,325,84,-,-,-,8,75,3,87,-,17,3,1,-,-,-,-,40,-,-,-,-,-,-,-,-,-,0,7,325,325,610,46,,1,I,dfe9af3e41ffc741dc17c56a70f10394eecd1fec690f781cb44eca46da128494,"07/06/2021 01:28:38","07/06/2021 03:29:07","07/06/2021 03:29:10",CASILLA,MOVIL,"ACTA PREP"
'261184B0100,'261184B01004,26,SONORA,063,ETCHOJOA,1184,0001,B,0,2,4,364,416,4,420,108,-,-,-,8,103,10,141,-,8,7,0,-,-,-,-,22,-,-,-,-,-,-,-,-,-,1,12,420,420,739,46,,1,I,1ef9f37b7b98506e86ad84d12a603b64ed5c7114f66b7c8cffc41849b78c4eae,"07/06/2021 04:14:00","07/06/2021 05:06:28","07/06/2021 05:06:31",CATD,ESCANER,"ACTA PREP"
'261184C0100,'261184C01004,26,SONORA,063,ETCHOJOA,1184,0001,C,0,2,4,388,396,10,0,89,-,-,-,13,124,2,126,-,16,2,4,-,-,-,-,13,-,-,-,-,-,-,-,-,-,0,7,396,396,739,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,47a3f14ddac4e89c44e264ca8a095a1c85cb265288e4f2e390ce1d51ab2e3949,"07/06/2021 04:13:00","07/06/2021 04:59:36","07/06/2021 05:00:10",CATD,ESCANER,"ACTA PREP"
'261184C0200,'261184C02004,26,SONORA,063,ETCHOJOA,1184,0002,C,0,2,4,412,371,1,372,74,-,-,-,11,97,4,126,-,17,4,4,-,-,-,-,21,-,-,-,-,-,-,-,-,-,0,14,372,372,739,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,76e4edda0dbbb5c6f73962f875a3a7f4a8dba6df982d0701cd943c6b2cd75ba6,"07/06/2021 04:42:00","07/06/2021 05:00:48","07/06/2021 05:00:53",CATD,ESCANER,"ACTA PREP"
'261185B0100,'261185B01004,26,SONORA,063,ETCHOJOA,1185,0001,B,0,1,4,255,256,3,259,49,-,-,-,1,90,2,92,-,4,15,1,-,-,-,-,4,-,-,-,-,-,-,-,-,-,1,0,259,259,469,46,,1,I,ff4c7c8af90ba318695d8de7675c6bf498c0bde2ecf925924307ab4a61d138a1,"07/06/2021 02:08:00","07/06/2021 02:34:27","07/06/2021 02:34:30",CATD,ESCANER,"ACTA PREP"
'261185C0100,'261185C01004,26,SONORA,063,ETCHOJOA,1185,0001,C,0,1,4,263,263,263,0,42,-,-,-,4,76,3,94,-,5,12,"Sin dato",-,-,-,-,8,-,-,-,-,-,-,-,-,-,3,4,251,251,469,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,29c80d3cf1bc32d43d2c06a1a0dc5ea1a5a4ec6997b4fa0f5e0964c104020c68,"07/06/2021 02:05:00","07/06/2021 02:31:58","07/06/2021 02:32:04",CATD,ESCANER,"ACTA PREP"
'261186B0100,'261186B01004,26,SONORA,063,ETCHOJOA,1186,0001,B,0,1,4,432,334,3,337,131,-,-,-,38,38,23,74,-,16,2,0,-,-,-,-,5,-,-,-,-,-,-,-,-,-,2,10,337,339,724,46,,1,I,8e6d94576ba7e80c42991debba3ddf45a2277380e8d4eaab9b8c22c0f777d57c,"07/06/2021 04:42:59","07/06/2021 05:11:36","07/06/2021 05:12:04",CASILLA,MOVIL,"ACTA PREP"
'261186C0100,'261186C01004,26,SONORA,063,ETCHOJOA,1186,0001,C,0,1,4,424,342,2,344,118,-,-,-,38,48,14,89,-,16,3,3,-,-,-,-,8,-,-,-,-,-,-,-,-,-,0,7,344,344,723,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,afd6020aa0428048ac1e3901fde9fbd940c2fce51aa12325181b8a1994e8b9dc,"07/06/2021 04:34:19","07/06/2021 05:05:47","07/06/2021 05:06:11",CASILLA,MOVIL,"ACTA PREP"
'261187B0100,'261187B01004,26,SONORA,063,ETCHOJOA,1187,0001,B,0,1,4,320,0,0,0,32,-,-,-,0,83,4,80,-,26,3,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0,3,231,231,507,46,,1,I,c503a6c14466eb83a5605ab4fd32c03f922e7c8d38a5fcd4eb28a8d54d62b5bc,"06/06/2021 23:15:59","07/06/2021 01:17:19","07/06/2021 01:18:13",CASILLA,MOVIL,"ACTA PREP"
'261187C0100,'261187C01004,26,SONORA,063,ETCHOJOA,1187,0001,C,0,1,4,314,237,0,237,45,-,-,-,0,80,5,66,-,25,3,1,-,-,-,-,7,-,-,-,-,-,-,-,-,-,0,5,237,237,507,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,5a1b07d515da10ffc44167bcf16c6b9511c05399464464a084c755edbc3ebdc6,"06/06/2021 23:01:44","07/06/2021 00:45:32","07/06/2021 00:45:37",CASILLA,MOVIL,"ACTA PREP"
'261187C0200,'261187C02004,26,SONORA,063,ETCHOJOA,1187,0002,C,0,1,4,336,215,0,215,45,-,-,-,1,72,7,54,-,22,0,0,-,-,-,-,1,-,-,-,-,-,-,-,-,-,0,13,215,215,506,46,,1,I,8f3867adc89bdc102c1c1dd615a7b154a5a9e1cc1283a7f2985256e1fabd9a9d,"06/06/2021 22:56:07","07/06/2021 00:38:34","07/06/2021 00:40:00",CASILLA,MOVIL,"ACTA PREP"
'261188B0100,'261188B01004,26,SONORA,063,ETCHOJOA,1188,0001,B,0,1,4,364,262,0,261,35,-,-,-,"Sin dato",100,1,80,-,10,1,1,-,-,-,-,30,-,-,-,-,-,-,-,-,-,0,3,261,261,581,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,856098d64ca328be181cd3d5454573d61d285d80070e0c1168e63183399a1731,"07/06/2021 01:19:00","07/06/2021 01:45:02","07/06/2021 01:45:07",CATD,ESCANER,"ACTA PREP"
'261188C0100,'261188C01004,26,SONORA,063,ETCHOJOA,1188,0001,C,0,1,4,0,0,0,0,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,580,46,"TODO ILEGIBLE O SIN DATO",0,I,935e3d1a9d41215705295b0e24524ebfd36e5e20fc20fc691cdf58efcaa43d9e,"07/06/2021 01:11:00","07/06/2021 03:31:58","07/06/2021 03:33:44",CATD,ESCANER,"ACTA PREP"
'261188C0200,'261188C02004,26,SONORA,063,ETCHOJOA,1188,0002,C,0,1,4,383,239,11,240,32,-,-,-,2,84,2,73,-,7,2,2,-,-,-,-,"Sin dato",-,-,-,-,-,-,-,-,-,0,9,240,213,580,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,e630121bc42ead44b5abcd1918c3e261dcb908e7dcd18f87b50fd682939112b6,"07/06/2021 01:20:00","07/06/2021 03:37:49","07/06/2021 03:38:09",CATD,ESCANER,"ACTA PREP"
'261189B0100,'261189B01004,26,SONORA,064,HUATABAMPO,1189,0001,B,0,1,4,296,279,0,279,82,-,-,-,2,7,38,137,-,0,-,3,-,-,-,-,-,-,10,-,-,-,-,-,-,-,0,0,279,279,531,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,c4a0b738af437f0b1605b180621bd0fbf08fa701695702c3270f0718e4669896,"06/06/2021 23:00:00","07/06/2021 01:17:50","07/06/2021 01:18:14",CATD,ESCANER,"ACTA PREP"
'261189C0100,'261189C01004,26,SONORA,064,HUATABAMPO,1189,0001,C,0,1,4,211,278,11,289,143,-,-,-,2,15,16,96,-,0,-,0,-,-,-,-,-,-,16,-,-,-,-,-,-,-,0,1,289,289,530,46,,1,I,f50094a0ae611954a4389e184f3bd1f889c2417d7779335d54dba614b5287e0c,"06/06/2021 22:43:00","06/06/2021 22:43:41","06/06/2021 22:43:59",CATD,ESCANER,"ACTA PREP"
'261189C0200,'261189C02004,26,SONORA,064,HUATABAMPO,1189,0002,C,0,1,4,311,257,6,0,79,-,-,-,0,13,38,109,-,2,-,3,-,-,-,-,-,-,14,-,-,-,-,-,-,-,0,5,263,263,530,46,,1,I,31062d38c28467da50247fc886e59a2a1e28637b51894fba23b38e61bdcc4070,"06/06/2021 22:46:00","06/06/2021 22:53:45","06/06/2021 22:53:49",CATD,ESCANER,"ACTA PREP"
'261190B0100,'261190B01004,26,SONORA,064,HUATABAMPO,1190,0001,B,0,1,4,373,371,0,0,131,-,-,-,3,16,36,164,-,2,-,1,-,-,-,-,-,-,11,-,-,-,-,-,-,-,0,7,371,371,699,46,,1,D,3d75033f91ec3bfbc464e65e143b85d446faa3399df807f36caabea85642ae48,"07/06/2021 00:42:00","07/06/2021 01:00:04","07/06/2021 01:00:13",CATD,ESCANER,"ACTA PREP"
'261190C0100,'261190C01004,26,SONORA,064,HUATABAMPO,1190,0001,C,0,1,4,356,388,0,388,131,-,-,-,2,9,55,161,-,2,-,5,-,-,-,-,-,-,17,-,-,-,-,-,-,-,0,6,388,388,699,46,,1,D,ab4ce94476d9b486eed1d4b7ff2c53b418cdc682de3bf05c588b40bcb3c63b18,"07/06/2021 04:19:00","07/06/2021 04:23:31","07/06/2021 04:23:34",CATD,ESCANER,"ACTA PREP"
'261190C0200,'261190C02004,26,SONORA,064,HUATABAMPO,1190,0002,C,0,1,4,381,361,0,0,130,-,-,-,4,12,38,158,-,4,-,0,-,-,-,-,-,-,13,-,-,-,-,-,-,-,0,2,361,361,698,46,,1,D,d2a6ade64bd12ab1577f38e472b6be228cdc3a796f0f74e3b021b4ca3e63add0,"07/06/2021 00:15:00","07/06/2021 00:39:00","07/06/2021 00:39:31",CATD,ESCANER,"ACTA PREP"
'261190C0300,'261190C03004,26,SONORA,064,HUATABAMPO,1190,0003,C,0,1,4,393,351,2,351,88,-,-,-,1,14,36,180,-,4,-,4,-,-,-,-,-,-,18,-,-,-,-,-,-,-,0,6,351,351,698,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,e49d34a384fa63a4409210aa7002818cc3d8f21f3cd0bc9c0501fb94922ad6e8,"07/06/2021 02:30:00","07/06/2021 02:54:00","07/06/2021 02:54:18",CATD,ESCANER,"ACTA PREP"
'261191B0100,'261191B01004,26,SONORA,064,HUATABAMPO,1191,0001,B,0,1,4,277,222,9,231,34,-,-,-,1,8,32,131,-,8,-,4,-,-,-,-,-,-,9,-,-,-,-,-,-,-,0,4,231,231,463,46,,1,D,cd13816f6c5cd894e83d49df5d4edb3499f221dcdcda66dd37705ab6abbfeeb7,"06/06/2021 21:53:02","06/06/2021 22:04:11","06/06/2021 22:04:20",CASILLA,MOVIL,"ACTA PREP"
'261191C0100,'261191C01004,26,SONORA,064,HUATABAMPO,1191,0001,C,0,1,4,245,252,10,262,61,-,-,-,2,9,38,129,-,5,-,4,-,-,-,-,-,-,7,-,-,-,-,-,-,-,0,7,262,262,462,46,,1,D,f6507ca8e248dc5ec8af076c749d4aadec0ed46dd08e1ccfa952758b61d871c7,"06/06/2021 21:20:15","06/06/2021 21:24:05","06/06/2021 21:24:19",CASILLA,MOVIL,"ACTA PREP"
'261192B0100,'261192B01004,26,SONORA,064,HUATABAMPO,1192,0001,B,0,1,4,309,327,0,326,104,-,-,-,3,7,35,152,-,0,-,10,-,-,-,-,-,-,9,-,-,-,-,-,-,-,0,6,326,326,591,46,,1,D,e4e45bb9bece30d996072cc3993838e2c8a42ebf960701b36839e0b2f22b8426,"06/06/2021 22:32:07","06/06/2021 23:18:04","06/06/2021 23:18:37",CASILLA,MOVIL,"ACTA PREP"
'261192C0100,'261192C01004,26,SONORA,064,HUATABAMPO,1192,0001,C,0,1,4,0,0,0,0,135,-,-,-,6,9,39,122,-,3,-,5,-,-,-,-,-,-,7,-,-,-,-,-,-,-,0,11,337,337,591,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,36f1ea2a187456bd4466efcb27040a525be69aeff457363eac3323c8a48db210,"06/06/2021 23:07:32","07/06/2021 00:57:11","07/06/2021 00:57:27",CASILLA,MOVIL,"ACTA PREP"
'261193B0100,'261193B01004,26,SONORA,064,HUATABAMPO,1193,0001,B,0,1,4,253,246,7,253,106,-,-,-,1,6,35,82,-,4,-,3,-,-,-,-,-,-,11,-,-,-,-,-,-,-,0,5,253,253,462,46,,1,D,5b18a1fd6f0463e90a8038ac127d3bd08e15f33269e0c9a7c5e30596cd5e0af6,"06/06/2021 22:33:17","06/06/2021 23:20:00","06/06/2021 23:20:09",CASILLA,MOVIL,"ACTA PREP"
'261193C0100,'261193C01004,26,SONORA,064,HUATABAMPO,1193,0001,C,0,1,4,247,254,4,0,112,-,-,-,1,3,24,99,-,0,-,3,-,-,-,-,-,-,16,-,-,-,-,-,-,-,0,4,0,262,462,46,,1,D,1b5c381ba98b7146ca0e48d708e10222e424518e019be72ec124520a5f75dd96,"07/06/2021 23:46:00","07/06/2021 00:07:51","07/06/2021 00:07:55",CATD,ESCANER,"ACTA PREP"
'261194B0100,'261194B01004,26,SONORA,064,HUATABAMPO,1194,0001,B,0,1,4,248,272,3,275,123,-,-,-,3,7,25,77,-,2,-,4,-,-,-,-,-,-,25,-,-,-,-,-,-,-,0,9,275,275,478,46,,1,D,7ff69ff396c076585ccb147465c9c628b5b436385d82b1fc9fe1d33ab0a48276,"06/06/2021 21:44:56","06/06/2021 21:51:37","06/06/2021 21:51:40",CASILLA,MOVIL,"ACTA PREP"
'261194C0100,'261194C01004,26,SONORA,064,HUATABAMPO,1194,0001,C,0,1,4,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,478,46,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,D,,"07/06/2021 07:03:00","07/06/2021 07:14:00","07/06/2021 07:14:00",CATD,ESCANER,"ACTA PREP"
'261195B0100,'261195B01004,26,SONORA,064,HUATABAMPO,1195,0001,B,0,1,4,392,321,2,327,96,-,-,-,4,5,51,145,-,2,-,0,-,-,-,-,-,-,12,-,-,-,-,-,-,-,0,12,327,327,675,46,,1,D,3cbce9742c946cd7901c2b503c3693d0d73346aafed28ca42fc6a6349defe709,"06/06/2021 22:12:23","06/06/2021 22:41:20","06/06/2021 22:41:25",CASILLA,MOVIL,"ACTA PREP"
'261195C0100,'261195C01004,26,SONORA,064,HUATABAMPO,1195,0001,C,0,1,4,383,333,1,0,86,-,-,-,7,15,46,154,-,5,-,1,-,-,-,-,-,-,14,-,-,-,-,-,-,-,0,7,335,335,675,46,,1,D,8554c2aa5567fd92bd95390b00512c90f0fa1490ae05d0649a59b42096a4d918,"06/06/2021 22:38:11","06/06/2021 23:34:19","06/06/2021 23:34:25",CASILLA,MOVIL,"ACTA PREP"
'261195C0200,'261195C02004,26,SONORA,064,HUATABAMPO,1195,0002,C,0,1,4,0,314,5,0,89,-,-,-,8,13,41,138,-,4,-,2,-,-,-,-,-,-,15,-,-,-,-,-,-,-,0,11,321,321,675,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,24acc73b04592c315ed066cded8bfc9de46f806caa23baea31e62311617c5a2a,"06/06/2021 22:20:19","06/06/2021 23:06:32","06/06/2021 23:06:38",CASILLA,MOVIL,"ACTA PREP"
'261195C0300,'261195C03004,26,SONORA,064,HUATABAMPO,1195,0003,C,0,1,4,369,341,2,0,126,-,-,-,7,13,38,131,-,2,-,1,-,-,-,-,-,-,15,-,-,-,-,-,-,-,0,17,350,350,675,46,,1,D,35f32249360490f0fa560a185b69b2cbe5c1ee7f5fdc6f35dcf6fcffc61f7046,"06/06/2021 22:29:37","06/06/2021 23:12:10","06/06/2021 23:12:13",CASILLA,MOVIL,"ACTA PREP"
'261195C0400,'261195C04004,26,SONORA,064,HUATABAMPO,1195,0004,C,0,1,4,0,0,0,0,86,-,-,-,3,6,35,137,-,5,-,6,-,-,-,-,-,-,13,-,-,-,-,-,-,-,0,14,305,305,675,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,27429612c80efe8b7107bbfccd05345795f8943e94edc0ed067470f24c7723f5,"06/06/2021 21:46:14","06/06/2021 21:54:54","06/06/2021 21:54:59",CASILLA,MOVIL,"ACTA PREP"
'261196B0100,'261196B01004,26,SONORA,064,HUATABAMPO,1196,0001,B,0,1,4,258,326,8,334,151,-,-,-,2,5,29,109,-,2,-,1,-,-,-,-,-,-,33,-,-,-,-,-,-,-,0,2,334,334,547,46,,1,D,25657ed23d1c3b01dc5e382f614f6cf9681b32cde7f44473612023abf45c8c88,"06/06/2021 22:14:58","06/06/2021 22:45:15","06/06/2021 22:45:31",CASILLA,MOVIL,"ACTA PREP"
'261197B0100,'261197B01004,26,SONORA,064,HUATABAMPO,1197,0001,B,0,1,4,372,339,6,0,127,-,-,-,3,11,38,139,-,4,-,2,-,-,-,-,-,-,21,-,-,-,-,-,-,-,0,6,350,351,670,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,bf53bdf032db49233617f1e7f7fed0a5780fa01331ce0a26aaa401b17e3eb561,"07/06/2021 02:12:00","07/06/2021 02:43:14","07/06/2021 02:43:27",CATD,ESCANER,"ACTA PREP"
'261197C0100,'261197C01004,26,SONORA,064,HUATABAMPO,1197,0001,C,0,1,4,247,254,4,0,112,-,-,-,1,3,24,99,-,0,-,3,-,-,-,-,-,-,16,-,-,-,-,-,-,-,0,4,0,262,670,46,,1,D,5e19859168b8bfec0326e4467cdcfb1e112b3a7c4f15f47e77e315b253f73929,"06/06/2021 22:26:35","06/06/2021 23:06:47","06/06/2021 23:07:41",CASILLA,MOVIL,"ACTA PREP"
'261198B0100,'261198B01004,26,SONORA,064,HUATABAMPO,1198,0001,B,0,1,4,219,277,4,281,142,-,-,-,0,7,16,87,-,3,-,1,-,-,-,-,-,-,23,-,-,-,-,-,-,-,0,2,281,281,455,46,,1,D,da251e3753e18b3c6306e6e10a0e5754452613667b2a3827c85ab05c3d12bf11,"06/06/2021 21:22:57","06/06/2021 21:28:26","06/06/2021 21:29:02",CASILLA,MOVIL,"ACTA PREP"
'261198C0100,'261198C01004,26,SONORA,064,HUATABAMPO,1198,0001,C,0,1,4,211,278,11,289,143,-,-,-,2,15,16,96,-,0,-,0,-,-,-,-,-,-,16,-,-,-,-,-,-,-,0,1,289,289,455,46,,1,D,da838c7254781d2cbaf9013cc04bcf13241c8cb780ab5005cb4d6c4764f81f9a,"06/06/2021 20:38:22","06/06/2021 20:41:04","06/06/2021 20:41:25",CASILLA,MOVIL,"ACTA PREP"
'261198S0100,'261198S01004E,26,SONORA,064,HUATABAMPO,1198,0001,S,0,1,4E,0,26,0,30,13,-,-,-,0,1,2,11,-,1,-,0,-,-,-,-,-,-,2,-,-,-,-,-,-,-,0,0,30,30,0,46,,1,D,b71e6a6da68097edac41b725a9e012e6d13a4b2283e31e9f27152aafc1d0e406,"07/06/2021 01:41:39","07/06/2021 05:22:13","07/06/2021 05:23:13",CASILLA,MOVIL,"ACTA PREP"
'261199B0100,'261199B01004,26,SONORA,064,HUATABAMPO,1199,0001,B,0,1,4,362,333,2,335,132,-,-,-,2,15,31,122,-,7,-,0,-,-,-,-,-,-,19,-,-,-,-,-,-,-,0,7,335,335,652,46,,1,D,1dcf437e6adb936949ca36e433950f13a23495723c2e7455695a0c9cec982126,"06/06/2021 23:36:50","07/06/2021 02:00:03","07/06/2021 02:00:33",CASILLA,MOVIL,"ACTA PREP"
'261199C0100,'261199C01004,26,SONORA,064,HUATABAMPO,1199,0001,C,0,1,4,329,363,7,370,137,-,-,-,1,35,30,141,-,1,-,0,-,-,-,-,-,-,16,-,-,-,-,-,-,-,0,8,369,369,652,46,,1,D,70fc890065e750add2adb14c2c345689769372b1d5c0e5daa32c4119c81bea62,"06/06/2021 23:55:26","07/06/2021 02:32:13","07/06/2021 02:33:35",CASILLA,MOVIL,"ACTA PREP"
'261199C0200,'261199C02004,26,SONORA,064,HUATABAMPO,1199,0002,C,0,1,4,358,330,8,328,143,-,-,-,5,17,17,123,-,3,-,1,-,-,-,-,-,-,19,-,-,-,-,-,-,-,0,11,328,339,651,46,,1,D,b7e34ed8984f1fd2cb380d1eaf23139cfb9551cecbb444a58c680eb490eb3b03,"07/06/2021 00:00:42","07/06/2021 02:37:47","07/06/2021 02:37:53",CASILLA,MOVIL,"ACTA PREP"
'261200B0100,'261200B01004,26,SONORA,064,HUATABAMPO,1200,0001,B,0,1,4,0,300,7,0,104,-,-,-,3,9,24,135,-,9,-,1,-,-,-,-,-,-,8,-,-,-,-,-,-,-,0,14,307,307,576,46,,1,D,58ef0fa3a0f81c461f205d3afc4119c695caf9a5c70803e35d687a775262ad81,"06/06/2021 22:54:31","07/06/2021 00:32:13","07/06/2021 00:33:07",CASILLA,MOVIL,"ACTA PREP"
'261201B0100,'261201B01004,26,SONORA,064,HUATABAMPO,1201,0001,B,0,1,4,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,589,46,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,D,,"07/06/2021 02:40:00","07/06/2021 06:41:57","07/06/2021 06:41:57",CATD,ESCANER,"ACTA PREP"
'261201C0100,'261201C01004,26,SONORA,064,HUATABAMPO,1201,0001,C,0,1,4,348,281,5,286,96,-,-,-,2,11,24,131,-,2,-,1,-,-,-,-,-,-,9,-,-,-,-,-,-,-,0,10,286,286,589,46,,1,D,db799bd06cabf18f70408579bab6cba9eb0946a2375160f460611953d1fff87f,"06/06/2021 21:32:44","06/06/2021 21:38:25","06/06/2021 21:38:59",CASILLA,MOVIL,"ACTA PREP"
